region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),National Research Council Canada,MICROSOFT CANADA INC,"$261,294","Aug 3, 2021","Aug 3, 2021","Mar 31, 2026",https://theijf.org/procurement/ras210565_nrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Social Sciences and Humanities Research Council of Canada,MICROSOFT CANADA INC.,"$388,407","Aug 24, 2023","Aug 24, 2023","Mar 31, 2026",https://theijf.org/procurement/ras1876478_sshrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Natural Sciences and Engineering Research Council of Canada,MICROSOFT CANADA INC.,"$388,407","Aug 24, 2023","Aug 24, 2023","Mar 31, 2026",https://theijf.org/procurement/ras1876478_nserc
Federal,Client software related to Distributed Computing Environment (DCE),Social Sciences and Humanities Research Council of Canada,MICROSOFT CANADA INC.,"$141,485","Aug 18, 2023","Aug 18, 2023","Mar 31, 2026",https://theijf.org/procurement/r80630_sshrc
Federal,Client software related to Distributed Computing Environment (DCE),Natural Sciences and Engineering Research Council of Canada,MICROSOFT CANADA INC.,"$141,485","Aug 18, 2023","Aug 18, 2023","Mar 31, 2026",https://theijf.org/procurement/r80630_nserc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Social Sciences and Humanities Research Council of Canada,MICROSOFT CANADA INC.,"$62,851","Aug 18, 2023","Aug 18, 2023","Mar 31, 2026",https://theijf.org/procurement/r79313_sshrc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Natural Sciences and Engineering Research Council of Canada,MICROSOFT CANADA INC.,"$62,851","Aug 18, 2023","Aug 18, 2023","Mar 31, 2026",https://theijf.org/procurement/r79313_nserc
Federal,Application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$34,969","Jun 3, 2021","Mar 1, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs018344_esdc
Federal,Client software related to Distributed Computing Environment (DCE),Social Sciences and Humanities Research Council of Canada,MICROSOFT CANADA INC.,"$904,461","Aug 18, 2023","Aug 18, 2023","Mar 31, 2026",https://theijf.org/procurement/r113187_sshrc
Federal,Application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$69,397","Aug 23, 2021","Aug 12, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs118972_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$78,160","Sep 20, 2021","Sep 1, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs119093_esdc
Federal,Client software related to Distributed Computing Environment (DCE),Natural Sciences and Engineering Research Council of Canada,MICROSOFT CANADA INC.,"$904,461","Aug 18, 2023","Aug 18, 2023","Mar 31, 2026",https://theijf.org/procurement/r113187_nserc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$177,605","Dec 8, 2020","Dec 8, 2020","Mar 31, 2026",https://theijf.org/procurement/2bs16734_esdc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canadian Centre for Occupational Health and Safety,Microsoft Corporation,"$17,460","Feb 20, 2023","Feb 20, 2023","Mar 31, 2026",https://theijf.org/procurement/po00001476_ccohs
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Employment and Social Development Canada,MICROSOFT CANADA INC.,"$257,497","May 10, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs17779_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$2,995,070","Jul 20, 2021","Jul 21, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs18840_esdc
Federal,"Operating system and utility software related to servers, storage, peripherals and components",Office of the Public Sector Integrity Commissioner of Canada,Microsoft Canada Inc.,"$42,604","Jun 23, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/p2300026_psic
Federal,License/Maintenance fees for Client Software,Women and Gender Equality Canada,Microsoft Canada Inc.,"$15,694","Jul 18, 2022","Jul 18, 2022","Mar 31, 2026",https://theijf.org/procurement/p2200197_wage
Federal,Renewal of Annual Licenses/Maintenance for Software - Client Software ,Invest in Canada,Microsoft,"$18,000","Mar 1, 2022","Mar 1, 2022","Mar 31, 2026",https://theijf.org/procurement/p2200153_iic
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Office of the Information Commissioner of Canada,Microsoft Canada Inc.,"$62,596","Sep 28, 2021","Nov 11, 2021","Mar 31, 2026",https://theijf.org/procurement/p2200101_oic
Federal,1285 Application Software (inc COTS)&Application Development & Delivery Software,Office of the Commissioner of Lobbying of Canada,Microsoft Canada Inc.,"$21,600","Nov 26, 2021","Nov 24, 2021","Mar 31, 2026",https://theijf.org/procurement/p2200062_ocl
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$3,293,344","Mar 28, 2022","Mar 28, 2022","Mar 31, 2026",https://theijf.org/procurement/2bsc20554_esdc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Prairies Economic Development Canada,Microsoft Corporation,"$10,593","Feb 18, 2021","Feb 18, 2021","Mar 31, 2026",https://theijf.org/procurement/p2100129_prairiescan
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Natural Sciences and Engineering Research Council of Canada,Microsoft Canada Inc.,"$611,330","Mar 21, 2021","Feb 1, 2022","Mar 31, 2026",https://theijf.org/procurement/n22_19345_nserc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canada Economic Development for Quebec Regions,MICROSOFT CANADA INC.,"$108,119","Apr 1, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/9k00119005_ced
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$33,089","Mar 27, 2024","Apr 1, 2024","Mar 31, 2026",https://theijf.org/procurement/8059902_irb
Federal,Client software related to Distributed Computing Environment (DCE),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$125,213","Mar 8, 2024","Mar 8, 2024","Mar 31, 2026",https://theijf.org/procurement/80006964_iaac
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$10,421","Mar 8, 2024","Mar 8, 2024","Mar 31, 2026",https://theijf.org/procurement/80006963_iaac
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$14,628","Jan 25, 2024","Dec 18, 2023","Mar 31, 2026",https://theijf.org/procurement/80006651_nrcan
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,MICROSOFT CANADA,"$46,897","Aug 17, 2023","Sep 1, 2023","Mar 31, 2026",https://theijf.org/procurement/80006095_vac
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$176,516","May 19, 2023","May 19, 2023","Mar 31, 2026",https://theijf.org/procurement/80006086_nrcan
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Agriculture and Agri-Food Canada,MICROSOFT CANADA INC.,"$26,748","Apr 1, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/80003882_aafc
Federal,Information Technology Managed Services,Canadian Heritage,MICROSOFT CANADA INC,"$1,713,200","Apr 1, 2023","Apr 1, 2023","Mar 31, 2026",https://theijf.org/procurement/45457617_pch
Federal,LIC/MAINT FEES CLIENT SOFTWARE,Public Service Commission of Canada,MICROSOFT CANADA INC.,"$46,000","Aug 17, 2023","Aug 17, 2023","Mar 31, 2026",https://theijf.org/procurement/r000149170_psc
Federal,LIC/MAINT FEES CLIENT SOFTWARE,Public Service Commission of Canada,MICROSOFT CANADA INC.,"$83,361","Aug 2, 2023","Aug 2, 2023","Mar 31, 2026",https://theijf.org/procurement/r000148244_psc
Federal,LICENSE/MAINTENANCE FEES FOR APPLICATION SOFTWARE (INCLUDING COTS) AND APPLICATION DEVELOPMENT AND DELIVERY SOFTWARE,Transport Canada,MICROSOFT CANADA INC.,"$10,999","May 25, 2022","May 25, 2022","Mar 31, 2026",https://theijf.org/procurement/t8086_212535_tc
Federal,License/Maintenance fees for Client Software,Veterans Affairs Canada,MICROSOFT CANADA,"$23,694","Jun 28, 2023","May 1, 2023","Mar 31, 2026",https://theijf.org/procurement/80006019_vac
Federal,License/Maintenance fees for Client Software,"Innovation, Science and Economic Development Canada",MICROSOFT CANADA INC.,"$7,261,595","Apr 1, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/9600738_ic
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$142,068","Sep 25, 2023","Aug 1, 2023","Mar 31, 2026",https://theijf.org/procurement/r000145842_esdc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),National Film Board,Microsoft Canada Inc.,"$12,992","Jan 6, 2023","Jan 6, 2023","Mar 31, 2026",https://theijf.org/procurement/s20022301_nfb
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$281,353","Jul 20, 2022","Jul 20, 2022","Mar 31, 2026",https://theijf.org/procurement/s202301788_rcmp
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canada Economic Development for Quebec Regions,MICROSOFT CANADA INC.,"$16,591","Apr 1, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/8052497_ced
Federal,Information Technology Managed Services,Canadian Heritage,MICROSOFT CANADA INC,"$17,612","Apr 1, 2023","Apr 1, 2023","Mar 31, 2026",https://theijf.org/procurement/45457652_pch
Federal,"Operating system and utility software related to servers, storage, peripherals and components",National Research Council Canada,MICROSOFT CORPORATION,"$48,717","Apr 6, 2023","Apr 6, 2023","Mar 31, 2026",https://theijf.org/procurement/ras228850_nrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Privy Council Office,MICROSOFT CANADA INC,"$57,503","Mar 27, 2024","Mar 27, 2024","Mar 31, 2026",https://theijf.org/procurement/s20232966_pco
Federal,LICENSE/MAINTENANCE FEES FOR APPLICATION SOFTWARE,Public Prosecution Service of Canada,MICROSOFT CANADA INC,"$350,689","Feb 9, 2024","Feb 9, 2024","Mar 31, 2026",https://theijf.org/procurement/4500151732_ppsc
Federal,Acquisition of Client Software,Invest in Canada,Microsoft,"$32,835","Sep 27, 2022","Oct 1, 2022","Mar 31, 2026",https://theijf.org/procurement/p2300078_iic
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$335,234","Apr 13, 2022","Apr 13, 2022","Mar 31, 2026",https://theijf.org/procurement/80004880_nrcan
Federal,Lic/Maint fees Client Software,Health Canada,MICROSOFT CANADA INC,"$133,958","Apr 1, 2023","Apr 1, 2023","Mar 31, 2026",https://theijf.org/procurement/r2023887_hc
Federal,Client Software,Public Health Agency of Canada,MICROSOFT CANADA INC,"$731,302","Jul 28, 2023","Jun 15, 2023","Mar 31, 2026",https://theijf.org/procurement/r2023884_phac
Federal,Application software (including COTS) and application development and delivery software,Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$108,158","Jan 3, 2024","Jan 3, 2024","Mar 31, 2026",https://theijf.org/procurement/s202404669_rcmp
Federal,Client software related to Distributed Computing Environment (DCE),National Research Council Canada,MICROSOFT CANADA INC,"$88,478","Aug 16, 2021","Aug 16, 2021","Mar 31, 2026",https://theijf.org/procurement/ras212832_nrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Employment and Social Development Canada,MICROSOFT CANADA INC.,"$10,022","Dec 22, 2022","Nov 1, 2022","Mar 31, 2026",https://theijf.org/procurement/2bscs22749_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software.,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$16,753","Feb 10, 2023","Feb 1, 2023","Mar 31, 2026",https://theijf.org/procurement/2bscs22919_esdc
Federal,Client software related to Distributed Computing Environment (DCE),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$188,157","May 4, 2023","May 4, 2023","Mar 31, 2026",https://theijf.org/procurement/80006058_iaac
Federal,Client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC,"$109,119","Mar 18, 2021","Mar 16, 2021","Mar 31, 2026",https://theijf.org/procurement/req0083721_cic
Federal,License/Maintenance fees for Server Operating System and Utility Software,Women and Gender Equality Canada,Microsoft Canada Inc.,"$20,411","Jul 20, 2022","Jul 20, 2022","Mar 31, 2026",https://theijf.org/procurement/p2200217_wage
Federal,Purchase of Client Software related to Distributed Computing Environment (DCE) < $10K - Desktop and Office                                            ,Statistics Canada,MICROSOFT CANADA INC.,"$169,093","Oct 1, 2022",,"Mar 31, 2026",https://theijf.org/procurement/000013295_statcan
Federal,Application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$5,854,343","Mar 10, 2021","Feb 9, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs17429_esdc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Employment and Social Development Canada,MICROSOFT CANADA INC.,"$197,118","Feb 26, 2021","Dec 1, 2020","Mar 31, 2026",https://theijf.org/procurement/2bs17440_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$79,222","Mar 14, 2024","Apr 1, 2024","Mar 31, 2026",https://theijf.org/procurement/2bscs26091_esdc
Federal,LIC/MAINT FEES CLIENT SOFTWARE,Public Service Commission of Canada,MICROSOFT,"$26,090","Mar 28, 2024","Mar 4, 2024","Mar 31, 2026",https://theijf.org/procurement/r000160560_psc
Federal,Client software related to Distributed Computing Environment (DCE),Natural Resources Canada,MICROSOFT CORPORATION,"$19,602","Dec 13, 2022","Dec 13, 2022","Mar 31, 2026",https://theijf.org/procurement/80005623_nrcan
Federal,LIC/MAINT FEES CLIENT SOFTWARE,Public Service Commission of Canada,MICROSOFT CANADA INC.,"$38,965","Sep 1, 2023","Sep 1, 2023","Mar 31, 2026",https://theijf.org/procurement/r000149764_psc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canadian Transportation Agency,MICROSOFT CANADA INC.,"$19,330","Oct 25, 2023","Oct 25, 2023","Mar 31, 2026",https://theijf.org/procurement/y211024037_cta
Federal,Client software related to Distributed Computing Environment (DCE) ,Correctional Service of Canada,MICROSOFT LICENSING GP,"$67,807","Sep 1, 2023","Oct 1, 2023","Mar 31, 2026",https://theijf.org/procurement/21118_24_4473185_csc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,MICROSOFT CANADA,"$19,380","Dec 8, 2023","Dec 1, 2023","Mar 31, 2026",https://theijf.org/procurement/80006458_vac
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Privy Council Office,MICROSOFT CANADA INC,"$13,849","Jul 7, 2023","Aug 1, 2023","Mar 31, 2026",https://theijf.org/procurement/s20230781_pco
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,MICROSOFT CANADA,"$296,090","Mar 5, 2024","Feb 14, 2024","Mar 31, 2026",https://theijf.org/procurement/80006862_vac
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Financial Consumer Agency of Canada,Microsoft Canada Inc.,"$5,589","Jul 27, 2020","Jul 27, 2020","Mar 31, 2026",https://theijf.org/procurement/6031578_fcac
Federal,Client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC,"$126,949","Mar 17, 2020","Mar 23, 2020","Mar 31, 2026",https://theijf.org/procurement/req0061111_cic
Federal,Client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC,"$144,110","Feb 13, 2020","Feb 13, 2020","Mar 31, 2026",https://theijf.org/procurement/req0055935_cic
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Civilian Review and Complaints Commission for the RCMP,Microsoft Canada Inc.,"$34,446","Jun 17, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/2214_cpc
Federal,Client software related to Distributed Computing Environment (DCE),National Research Council Canada,MICROSOFT CANADA INC,"$12,631","Apr 5, 2022","Apr 5, 2022","Mar 31, 2026",https://theijf.org/procurement/ras21491a_nrc
Federal,Appli. software (inc. COTS) & app. devel. and deli,Canada Border Services Agency,Microsoft Canada Inc,"$1,118,059","Aug 1, 2023","Aug 1, 2023","Mar 31, 2026",https://theijf.org/procurement/2b23478261_cbsa
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$73,774","Jun 3, 2022","May 1, 2022","Mar 31, 2026",https://theijf.org/procurement/2bs021317_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$2,338,923","Jun 27, 2022","Jun 27, 2022","Mar 31, 2026",https://theijf.org/procurement/2bs021500_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$1,286,333","Jul 27, 2022","Aug 1, 2022","Mar 31, 2026",https://theijf.org/procurement/2bscs21569_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$2,679,860","Aug 4, 2022","Aug 4, 2022","Mar 31, 2026",https://theijf.org/procurement/2bscs21731_esdc
Federal,Microsoft Products,Polar Knowledge Canada,Microsoft,"$113,975","Nov 2, 2023","Nov 6, 2023","Mar 31, 2026",https://theijf.org/procurement/3y002_240044_polar
Federal,License / Maintenance Fees for Application Software (Inc COTS)&App Development&Delivery Software,Office of the Commissioner of Lobbying of Canada,Microsoft Canada Inc.,"$46,128","Dec 29, 2020","Jan 1, 2021","Mar 31, 2026",https://theijf.org/procurement/p2100042_ocl
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Social Sciences and Humanities Research Council of Canada,Microsoft Canada Inc.,"$611,330","Mar 21, 2021","Feb 1, 2022","Mar 31, 2026",https://theijf.org/procurement/n22_19345_sshrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$161,550","Mar 7, 2024","Mar 7, 2024","Mar 31, 2026",https://theijf.org/procurement/8059639_irb
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),National Film Board,Microsoft Canada Inc.,"$34,741","Jun 4, 2021","Jun 4, 2021","Mar 31, 2026",https://theijf.org/procurement/8049208_nfb
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$36,787","May 25, 2023","Jun 1, 2023","Mar 31, 2026",https://theijf.org/procurement/80006070_nrcan
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$155,621","Jan 19, 2023","Jan 19, 2023","Mar 31, 2026",https://theijf.org/procurement/80005772_nrcan
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,MICROSOFT CANADA,"$55,409","Feb 14, 2023","Mar 1, 2023","Mar 31, 2026",https://theijf.org/procurement/80005643_vac
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,MICROSOFT CANADA,"$13,068","Mar 1, 2022","Mar 1, 2022","Mar 31, 2026",https://theijf.org/procurement/80004545_vac
Federal,Application software (including COTS) and application development and delivery software,Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$79,766","Nov 18, 2021","Nov 18, 2021","Mar 31, 2026",https://theijf.org/procurement/s202203742_rcmp
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),National Film Board,Microsoft Canada Inc.,"$239,568","Feb 28, 2022","Feb 28, 2022","Mar 31, 2026",https://theijf.org/procurement/8051578_nfb
Federal,Client software related to Distributed Computing Environment (DCE),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$11,685","Mar 8, 2024","Mar 8, 2024","Mar 31, 2026",https://theijf.org/procurement/80006966_iaac
Federal,Client software related to Distributed Computing Environment (DCE),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$56,592","Mar 23, 2023","Mar 23, 2023","Mar 31, 2026",https://theijf.org/procurement/80005982_iaac
Federal,Computer Equipment - Servers,"Innovation, Science and Economic Development Canada",MICROSOFT CORPORATION,"$10,340","Jan 1, 2023","Jan 1, 2023","Mar 31, 2026",https://theijf.org/procurement/9600856_ic
Federal,Application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$395,820","Aug 10, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/2bh020760_esdc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canadian Human Rights Commission,Microsoft Canada Inc,"$478,966","Mar 10, 2021","May 1, 2021","Mar 31, 2026",https://theijf.org/procurement/p2100388_chrc
Federal,License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software,Western Economic Diversification Canada,Microsoft Canada Inc.,"$23,875","Jul 24, 2020","Jul 1, 2020","Mar 31, 2026",https://theijf.org/procurement/p2100046_wd
Federal,Application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$821,016","May 20, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/2bs017989_esdc
Federal,Client software related to Distributed Computing Environment (DCE),Public Services and Procurement Canada,MICROSOFT CANADA INC.,"$67,856","Aug 9, 2022","Aug 9, 2022","Mar 31, 2026",https://theijf.org/procurement/2bs0433063_pwgsc
Federal,Appli. software (inc. COTS) & app. devel. and deli,Canada Border Services Agency,Microsoft Canada Inc,"$30,868","Oct 11, 2023","Oct 11, 2023","Mar 31, 2026",https://theijf.org/procurement/2024039795_cbsa
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Financial Consumer Agency of Canada,Microsoft Canada Inc.,"$2,096","Mar 2, 2020","Mar 2, 2020","Mar 31, 2026",https://theijf.org/procurement/5r00192251_fcac
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Financial Consumer Agency of Canada,Microsoft Canada Inc.,"$5,985,886","Feb 25, 2020","Feb 25, 2020","Mar 31, 2026",https://theijf.org/procurement/5r00192213_fcac
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$154,212","May 12, 2023","Jun 1, 2023","Mar 31, 2026",https://theijf.org/procurement/2bscs23506_esdc
Federal,Client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC.,"$238,187","Apr 1, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/req0085316_cic
Federal,Application software (including COTS) and application development and delivery software,Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$231,915","Mar 31, 2023","Mar 31, 2023","Mar 31, 2026",https://theijf.org/procurement/s202306297_rcmp
Federal,Application software (including COTS) and application development and delivery software,Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$127,106","Mar 31, 2023","Mar 31, 2023","Mar 31, 2026",https://theijf.org/procurement/s202306298_rcmp
Federal,Client software related to Distributed Computing Environment (DCE),National Research Council Canada,MICROSOFT CORPORATION,"$10,991","Jul 18, 2022","Jul 18, 2022","Mar 1, 2026",https://theijf.org/procurement/ras222163_nrc
Federal,Client software related to Distributed Computing Environment (DCE),Treasury Board of Canada Secretariat,Microsoft Canada Inc.,"$37,104","Nov 26, 2021","Nov 26, 2021","Mar 1, 2026",https://theijf.org/procurement/2406222179_tbs
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Treasury Board of Canada Secretariat,MICROSOFT CANADA INC.,"$3,177,162","Nov 30, 2022","Nov 30, 2022","Feb 28, 2026",https://theijf.org/procurement/x406223329_tbs
Federal,Information technology and telecommunications consultants,Canadian Space Agency,MICROSOFT CANADA INC.,"$142,270","Jan 25, 2024","Feb 1, 2024","Jan 31, 2026",https://theijf.org/procurement/20230399_1_csa
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$485,123","Nov 20, 2023","Dec 1, 2023","Jan 31, 2026",https://theijf.org/procurement/s181037_nrcan
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$46,043","Jun 13, 2023","Jun 13, 2023","Jan 31, 2026",https://theijf.org/procurement/80006064_nrcan
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$31,622","May 5, 2023","May 5, 2023","Jan 31, 2026",https://theijf.org/procurement/80006066_nrcan
Federal,"Computer equipment related to Production and Operations (P&O) environment - All servers, storage, printers, etc. (includes all related parts and peripherals)",National Research Council Canada,MICROSOFT CORPORATION,"$11,340","Oct 14, 2022","Oct 14, 2022","Oct 15, 2025",https://theijf.org/procurement/ras22895a_nrc
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$4,527,308","Sep 7, 2021","Sep 7, 2021","Sep 30, 2025",https://theijf.org/procurement/s202202621_rcmp
Federal,Application software (including COTS) and application development and delivery software,Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$26,188","Aug 4, 2020","Aug 4, 2020","Aug 31, 2025",https://theijf.org/procurement/s202101216_rcmp
Federal,"Rental of computer equipment related to production and operations (P&O) environment - All servers, storage, printers, etc. (includes all related parts and peripherals)",Canadian Transportation Agency,MICROSOFT CANADA INC.,"$53,166","Aug 15, 2022","Aug 15, 2022","Aug 31, 2025",https://theijf.org/procurement/y211023018_cta
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Treasury Board of Canada Secretariat,MICROSOFT CANADA INC.,"$84,750","Jul 21, 2023","Jul 21, 2023","May 15, 2025",https://theijf.org/procurement/2406224034_tbs
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Royal Canadian Mounted Police,MICROSOFT CANADA CO.,"$14,966,172","May 3, 2022","May 3, 2022","Apr 30, 2025",https://theijf.org/procurement/s202300467_rcmp
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Royal Canadian Mounted Police,MICROSOFT CANADA CO.,"$19,533,848","Apr 29, 2022","Apr 29, 2022","Apr 30, 2025",https://theijf.org/procurement/s202300463_rcmp
Federal,Client Software,Public Health Agency of Canada,MICROSOFT CANADA INC,"$961,452","May 4, 2022","Apr 19, 2022","Apr 19, 2025",https://theijf.org/procurement/r2022294_phac
Federal,Client software related to Distributed Computing Environment (DCE),Public Services and Procurement Canada,MICROSOFT CANADA INC.,"$671,937","Apr 1, 2021","Apr 1, 2021","Apr 1, 2025",https://theijf.org/procurement/2bs012362_pwgsc
Federal,Client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC,"$28,591","Feb 3, 2020","Feb 3, 2020","Apr 1, 2025",https://theijf.org/procurement/req0054314_cic
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$5,756,987","Mar 4, 2022","Mar 4, 2022","Apr 1, 2025",https://theijf.org/procurement/80004773_nrcan
