region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,887","Aug 28, 2023","Aug 28, 2023","Mar 31, 2027",https://theijf.org/procurement/700737378_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$33,718","Jun 18, 2021","Jun 18, 2021","Mar 31, 2027",https://theijf.org/procurement/700591229_ssc
Federal,Voice communications services,Parole Board of Canada,Bell Canada Telephone,"$84,750","Mar 13, 2024","Apr 1, 2024","Mar 31, 2027",https://theijf.org/procurement/p2500020_pbc
Federal,Voice Communications Services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$58,136","Dec 11, 2023","Dec 11, 2023","Mar 31, 2027",https://theijf.org/procurement/700756623_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$253,989","Dec 5, 2023","Dec 5, 2023","Mar 31, 2027",https://theijf.org/procurement/700755565_ssc
Federal,Voice Communications Services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$27,163","Jan 23, 2024","Nov 1, 2023","Mar 31, 2027",https://theijf.org/procurement/700759977_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$58,027","Mar 28, 2024","Mar 28, 2024","Mar 31, 2027",https://theijf.org/procurement/700773533_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$30,845","Aug 11, 2022","Aug 11, 2022","Mar 31, 2027",https://theijf.org/procurement/700666679_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$25,973","Jul 12, 2022","Jul 12, 2022","Mar 31, 2027",https://theijf.org/procurement/700661903_ssc
Federal,Data communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$81,292","Jan 10, 2022","Jan 10, 2022","Mar 31, 2027",https://theijf.org/procurement/p000028088_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$47,859","Aug 26, 2021","Aug 26, 2021","Mar 31, 2027",https://theijf.org/procurement/700603032_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$442,366","Jun 18, 2021","Jun 18, 2021","Mar 31, 2027",https://theijf.org/procurement/700591358_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$46,475","Mar 23, 2022","Mar 23, 2022","Mar 23, 2027",https://theijf.org/procurement/p000034703_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$166,276","Mar 22, 2022","Mar 22, 2022","Mar 22, 2027",https://theijf.org/procurement/p000034582_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$35,649","Mar 3, 2022","Mar 15, 2022","Mar 14, 2027",https://theijf.org/procurement/l000000313_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$8,002,473","Mar 4, 2021","Mar 4, 2021","Mar 3, 2027",https://theijf.org/procurement/p000040172_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$23,619,108","Mar 4, 2021","Mar 4, 2021","Mar 3, 2027",https://theijf.org/procurement/p000021787_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$79,540","Jun 17, 2021","Jun 17, 2021","Feb 7, 2027",https://theijf.org/procurement/700591017_ssc
Federal,Data communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$57,533","Dec 27, 2023","Dec 27, 2023","Dec 26, 2026",https://theijf.org/procurement/p000055866_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,400,883","Feb 28, 2023","Dec 21, 2021","Dec 20, 2026",https://theijf.org/procurement/p000031332_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$528,065","Dec 1, 2021","Dec 1, 2021","Nov 30, 2026",https://theijf.org/procurement/p000030141_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,178,571","Nov 30, 2021","Nov 30, 2021","Nov 29, 2026",https://theijf.org/procurement/p000030135_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$130,649","Nov 5, 2021","Nov 24, 2021","Nov 23, 2026",https://theijf.org/procurement/l000000265_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$470,904","Oct 28, 2021","Oct 28, 2021","Oct 27, 2026",https://theijf.org/procurement/p000029431_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$789,139","Oct 27, 2021","Oct 27, 2021","Oct 26, 2026",https://theijf.org/procurement/p000029437_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$53,947","Oct 21, 2021","Oct 21, 2021","Oct 20, 2026",https://theijf.org/procurement/p000028765_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$140,359","Oct 4, 2021","Oct 4, 2021","Oct 3, 2026",https://theijf.org/procurement/p000028595_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$176,562","Aug 17, 2021","Aug 17, 2021","Aug 16, 2026",https://theijf.org/procurement/p000027754_ssc
Federal,Computer services (includes IT solutions/deliverab,Canada Border Services Agency,Bell Canada,"$293,809","Jul 27, 2023","Jul 27, 2023","Jul 26, 2026",https://theijf.org/procurement/2b23443899_cbsa
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$147,134","Jul 7, 2021","Jul 7, 2021","Jul 6, 2026",https://theijf.org/procurement/p000026501_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$61,257","Jun 23, 2021","Jun 23, 2021","Jun 22, 2026",https://theijf.org/procurement/p000026139_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$30,617","May 18, 2021","May 18, 2021","May 17, 2026",https://theijf.org/procurement/p000025283_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$502,031","Mar 2, 2021","Mar 2, 2021","Mar 31, 2026",https://theijf.org/procurement/700565398_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$47,946","Nov 10, 2021","Nov 10, 2021","Mar 31, 2026",https://theijf.org/procurement/700615372_ssc
Federal,Computer Services (includes IT solutions / deliverables as well as IT Managed Services),Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$48,640","Dec 15, 2023","Jun 22, 2020","Mar 31, 2026",https://theijf.org/procurement/p000055597_ssc
Federal,"Information technology and telecommunications consultants: EC has a requirement for the provision of IT professional services on an “as and when requested” basis, in the National Capital Region (NCR), to support ongoing activities and initiatives to address specific Information Technology (IT) needs with specified set of responsibilities within EC. The objective is to provide EC with a supplier capacity based procurement vehicle with the Stream: Cyber Security Services. ",Elections Canada,BELL CANADA,"$8,258,451","Oct 17, 2023","Sep 25, 2023","Mar 31, 2026",https://theijf.org/procurement/7000005403_elections
Federal,Voice communications services,Shared Services Canada,MTS COMMUNICATIONS INC,"$47,593","Jan 19, 2023","Mar 22, 2021","Mar 31, 2026",https://theijf.org/procurement/700560224_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$31,474","Mar 27, 2023","Mar 1, 2021","Mar 31, 2026",https://theijf.org/procurement/700562720_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$61,506","Mar 28, 2023","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/700571491_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$66,223","Apr 1, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/700571766_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$32,589","Mar 27, 2023","Mar 15, 2021","Mar 31, 2026",https://theijf.org/procurement/700571795_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$106,261","Mar 28, 2023","Mar 30, 2021","Mar 31, 2026",https://theijf.org/procurement/700571888_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$172,628","Mar 2, 2021","Mar 2, 2021","Mar 31, 2026",https://theijf.org/procurement/700565400_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$90,924","May 31, 2022","May 31, 2022","Mar 31, 2026",https://theijf.org/procurement/700653818_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$4,611,488","Mar 15, 2021","Mar 15, 2021","Mar 31, 2026",https://theijf.org/procurement/p000023202_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$269,236","Mar 29, 2022","Mar 29, 2022","Mar 31, 2026",https://theijf.org/procurement/700641028_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$24,312","Nov 16, 2022","Nov 16, 2022","Mar 31, 2026",https://theijf.org/procurement/700684424_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,813","Nov 24, 2022","Nov 24, 2022","Mar 31, 2026",https://theijf.org/procurement/700686204_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$145,422","Oct 27, 2021","Oct 27, 2021","Mar 31, 2026",https://theijf.org/procurement/700612813_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$84,641","Oct 18, 2021","Oct 18, 2021","Mar 31, 2026",https://theijf.org/procurement/700610978_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$30,463","Mar 29, 2023","Mar 8, 2022","Mar 31, 2026",https://theijf.org/procurement/700636525_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$86,329","Oct 15, 2021","Oct 15, 2021","Mar 31, 2026",https://theijf.org/procurement/700610840_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$42,375","Oct 15, 2021","Oct 15, 2021","Mar 31, 2026",https://theijf.org/procurement/700610672_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$46,403","Oct 15, 2021","Oct 15, 2021","Mar 31, 2026",https://theijf.org/procurement/700610658_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$31,776","Jan 10, 2023","Nov 8, 2021","Mar 31, 2026",https://theijf.org/procurement/700614877_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$29,717","Jan 19, 2023","Nov 3, 2021","Mar 31, 2026",https://theijf.org/procurement/700614095_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$42,566","Nov 2, 2021","Nov 2, 2021","Mar 31, 2026",https://theijf.org/procurement/700613980_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$644,299","Nov 2, 2021","Nov 2, 2021","Mar 31, 2026",https://theijf.org/procurement/700613951_ssc
Federal,Computer Services (includes IT solutions / deliverables as well as IT Managed Services),Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$27,924","Mar 16, 2022","Nov 12, 2020","Mar 31, 2026",https://theijf.org/procurement/p000018319_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$105,500","Nov 23, 2021","Nov 23, 2021","Mar 31, 2026",https://theijf.org/procurement/700617438_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$92,362","Nov 23, 2021","Nov 23, 2021","Mar 31, 2026",https://theijf.org/procurement/700617427_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$100,209","Mar 27, 2023","Dec 7, 2021","Mar 31, 2026",https://theijf.org/procurement/700620164_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$128,544","Mar 29, 2023","Nov 17, 2021","Mar 31, 2026",https://theijf.org/procurement/700616325_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$95,420","Nov 17, 2021","Nov 17, 2021","Mar 31, 2026",https://theijf.org/procurement/700616259_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$61,996","Nov 17, 2021","Nov 17, 2021","Mar 31, 2026",https://theijf.org/procurement/700616246_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$25,921","Sep 19, 2021","Sep 19, 2021","Mar 31, 2026",https://theijf.org/procurement/700606473_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,367","Sep 8, 2022","Sep 8, 2022","Mar 31, 2026",https://theijf.org/procurement/700671126_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$30,543","Sep 19, 2021","Sep 19, 2021","Mar 31, 2026",https://theijf.org/procurement/700606474_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$352,650","Sep 19, 2021","Sep 19, 2021","Mar 31, 2026",https://theijf.org/procurement/700606475_ssc
Federal,Voice communications services,Shared Services Canada,MTS INC.,"$68,903","Mar 2, 2023","Jul 15, 2021","Mar 31, 2026",https://theijf.org/procurement/700596215_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$59,327","Sep 17, 2021","Sep 17, 2021","Mar 31, 2026",https://theijf.org/procurement/700606411_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$27,115","Feb 28, 2023","Feb 28, 2023","Mar 31, 2026",https://theijf.org/procurement/700703301_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$21,320","Aug 11, 2022","Aug 11, 2022","Mar 31, 2026",https://theijf.org/procurement/700666696_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$178,618","Sep 29, 2021","Sep 29, 2021","Mar 31, 2026",https://theijf.org/procurement/700608513_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$396,517","Feb 15, 2023","Feb 15, 2023","Mar 31, 2026",https://theijf.org/procurement/700700494_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$68,547","Oct 6, 2021","Oct 6, 2021","Mar 31, 2026",https://theijf.org/procurement/700608633_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$794,800","Oct 4, 2021","Oct 4, 2021","Mar 31, 2026",https://theijf.org/procurement/700608805_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$176,054","Oct 4, 2021","Oct 4, 2021","Mar 31, 2026",https://theijf.org/procurement/700608936_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$51,987","Sep 17, 2021","Sep 17, 2021","Mar 31, 2026",https://theijf.org/procurement/700606344_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$62,690","Sep 17, 2021","Sep 17, 2021","Mar 31, 2026",https://theijf.org/procurement/700606364_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$176,773","Sep 18, 2021","Sep 18, 2021","Mar 31, 2026",https://theijf.org/procurement/700606469_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$87,310","Sep 18, 2021","Sep 18, 2021","Mar 31, 2026",https://theijf.org/procurement/700606470_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$31,710","Sep 19, 2021","Sep 19, 2021","Mar 31, 2026",https://theijf.org/procurement/700606476_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$57,055","Jul 14, 2021","Jul 14, 2021","Mar 31, 2026",https://theijf.org/procurement/700595820_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$35,041","Jul 6, 2021","Jul 6, 2021","Mar 31, 2026",https://theijf.org/procurement/700594384_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$219,756","Sep 19, 2021","Sep 19, 2021","Mar 31, 2026",https://theijf.org/procurement/700606477_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$46,231","Aug 11, 2021","Aug 11, 2021","Mar 31, 2026",https://theijf.org/procurement/700600531_ssc
Federal,Voice communications services,Shared Services Canada,BELL ALIANT REGIONAL,"$21,079","Aug 11, 2021","Aug 11, 2021","Mar 31, 2026",https://theijf.org/procurement/700600425_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$19,367","Sep 8, 2022","Sep 8, 2022","Mar 31, 2026",https://theijf.org/procurement/700671112_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$33,608","Sep 19, 2021","Sep 19, 2021","Mar 31, 2026",https://theijf.org/procurement/700606478_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$122,166","Sep 20, 2021","Sep 20, 2021","Mar 31, 2026",https://theijf.org/procurement/700606485_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$100,987","Sep 20, 2021","Sep 20, 2021","Mar 31, 2026",https://theijf.org/procurement/700606500_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$96,590","Sep 20, 2021","Sep 20, 2021","Mar 31, 2026",https://theijf.org/procurement/700606512_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$278,665","Sep 20, 2021","Sep 20, 2021","Mar 31, 2026",https://theijf.org/procurement/700606632_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$186,827","Aug 20, 2021","Aug 20, 2021","Mar 31, 2026",https://theijf.org/procurement/700602147_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$158,628","Sep 20, 2021","Sep 20, 2021","Mar 31, 2026",https://theijf.org/procurement/700606674_ssc
Federal,Voice communications services,Office of the Commissioner of Lobbying of Canada,The Bell Telephone Company of Canada,"$72,320","Mar 20, 2024","Apr 1, 2024","Mar 31, 2026",https://theijf.org/procurement/p2500015_ocl
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$759,345","Mar 13, 2023","Sep 23, 2021","Mar 31, 2026",https://theijf.org/procurement/700607265_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$142,254","Sep 1, 2021","Sep 1, 2021","Mar 31, 2026",https://theijf.org/procurement/700603733_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$28,414","Sep 13, 2021","Sep 13, 2021","Mar 31, 2026",https://theijf.org/procurement/700605279_ssc
Federal,Voice communications services,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$156,070","Sep 9, 2021","Sep 9, 2021","Mar 31, 2026",https://theijf.org/procurement/700604783_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$231,807","Mar 19, 2021","Mar 19, 2021","Mar 18, 2026",https://theijf.org/procurement/p000022646_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$156,729","Mar 18, 2021","Mar 18, 2021","Mar 17, 2026",https://theijf.org/procurement/p000022581_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$2,531,922","Mar 1, 2021","Mar 1, 2021","Feb 28, 2026",https://theijf.org/procurement/p000021686_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$220,397","Feb 25, 2021","Feb 25, 2021","Feb 24, 2026",https://theijf.org/procurement/p000021612_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$475,362","Feb 22, 2021","Feb 22, 2021","Feb 21, 2026",https://theijf.org/procurement/p000021363_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$140,951","Feb 22, 2021","Feb 22, 2021","Feb 21, 2026",https://theijf.org/procurement/l000000179_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$6,446,785","Feb 12, 2021","Feb 12, 2021","Feb 11, 2026",https://theijf.org/procurement/p000021362_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$221,845","Feb 12, 2021","Feb 12, 2021","Feb 11, 2026",https://theijf.org/procurement/p000022576_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$53,064","Feb 10, 2021","Feb 10, 2021","Feb 10, 2026",https://theijf.org/procurement/p000020942_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$57,797","Feb 10, 2021","Feb 10, 2021","Feb 10, 2026",https://theijf.org/procurement/p000020967_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$96,751","Feb 10, 2021","Feb 10, 2021","Feb 9, 2026",https://theijf.org/procurement/p000020945_ssc
Federal,Voice Communications Services,Canadian Human Rights Commission,Bell Canada,"$12,566","Dec 1, 2020","Feb 1, 2021","Feb 1, 2026",https://theijf.org/procurement/p2100243_chrc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$37,048","Jan 27, 2021","Jan 27, 2021","Jan 26, 2026",https://theijf.org/procurement/p000020393_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$67,926","Jan 27, 2021","Jan 27, 2021","Jan 26, 2026",https://theijf.org/procurement/p000020421_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$2,680,328","Jan 26, 2021","Jan 26, 2021","Jan 25, 2026",https://theijf.org/procurement/p000020389_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$609,677","Jan 26, 2021","Jan 26, 2021","Jan 25, 2026",https://theijf.org/procurement/p000020361_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$17,327","Jan 25, 2021","Jan 25, 2021","Jan 24, 2026",https://theijf.org/procurement/p000020308_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$283,641","Jan 25, 2021","Jan 25, 2021","Jan 23, 2026",https://theijf.org/procurement/p000020303_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,192,302","Jan 20, 2021","Jan 20, 2021","Jan 19, 2026",https://theijf.org/procurement/p000020137_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$70,733","Jan 12, 2022","Jan 12, 2022","Jan 11, 2026",https://theijf.org/procurement/p000031975_ssc
Federal,"Communications/Networking equipment (includes analog, digital and combined analog/digital equipment, cabling, parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$196,323","Dec 16, 2020","Dec 16, 2020","Dec 15, 2025",https://theijf.org/procurement/p000019296_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$6,911,022","Feb 28, 2020","Nov 19, 2020","Nov 18, 2025",https://theijf.org/procurement/l000000133_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$179,318","Feb 28, 2020","Oct 7, 2020","Oct 6, 2025",https://theijf.org/procurement/l000000120_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$213,862","Feb 28, 2020","Oct 7, 2020","Oct 6, 2025",https://theijf.org/procurement/l000000119_ssc
Federal,License/Maintenance fees for networking software,Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$394,162","Feb 28, 2020","Oct 1, 2020","Sep 30, 2025",https://theijf.org/procurement/l000000116_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$1,135,313","Feb 28, 2020","Sep 2, 2020","Sep 1, 2025",https://theijf.org/procurement/l000000102_ssc
Federal,"Computer equipment related to production and operations (P&O) environment-All servers, storage, printers, etc. (includes all related parts and peripherals)",Shared Services Canada,THE BELL TELEPHONE COMPANY OF,"$782,432","Feb 28, 2020","Sep 2, 2020","Sep 1, 2025",https://theijf.org/procurement/l000000103_ssc
Federal,Other office equipment and parts,National Research Council Canada,BELL,"$17,426","Jul 15, 2021","Jul 15, 2021","Jul 31, 2025",https://theijf.org/procurement/975774_nrc
Federal,Voice communications services,Natural Sciences and Engineering Research Council of Canada,Bell Canada,"$13,831","Aug 25, 2022","Jul 1, 2022","Jun 30, 2025",https://theijf.org/procurement/6043471_nserc
